textID,text,sentiment
efa98d8489,happy mother`s day mothers.,positive
7c59eb38ea,<---My expression watching this again: http://tinyurl.com/eqbwe,neutral
e69a965399,Stupid bipolar weather ruined my day off,negative
2f1cd44ea2, I didn`t want to tell you but I think it`s your body odour,negative
0a91a64e53, nice beta for easports still no news on the online for madden,neutral
a5fbb6fbe8, thats pretty bad quality and probably the worst pic u posted till date,negative
a63858d0d8,I missed your calls,negative
3e4b3ec6a6, Unfortunately for us it looks like there are NO funny people on twitter  Should we move to FB or start our own...flitter,negative
be6c6fa1b5,just came back from karaoke & eating dinner with emily. it was sooooo much fun,positive
271c145699, Discrimination is not a bad thing. I`ve learned to say no. My children would say I mastered that years ago,positive
4dd72d3713, sure i can talk....the fabulous **** part though is out  sorry dear,neutral
63a116ae1b,"did you see the 15 sec clip of the New Moon trailer?? its up on ETonline.com ...check it out. its a big tease, though",negative
167b97c32a,Just got back from working out. I`m feeling pretty good. work at 4:30,positive
9fd51c9c2c,Ahhh My Satz blend didn`t save,neutral
d7a7afa0a2," So!!! Why should that matter? I bet you would be GREAT at it! I do!!! It`s what you love, right? Why not go for it!",positive
2331d16c42,DH is just about finished making his giant Trio candy bar. Thank the heavens. His work mates are in for a treat tomorrow!,positive
f7aa8dcfb8,My ear are popping.,neutral
4efc7222ad,working on diffusing that irritation but this traffic sure isn`t helping  mother F! it`s always real bad the days th@ i help plan stuff,negative
925e61d3d8, I submitted my resume the same day and saw no answer back. Oh well...,negative
07e2021536,Catching up on 2 weeks of LOST and Grey`s!!    House is quiet again.,neutral
ff0112e0e7,I love when ryans a housewife. Makes me smile.,positive
15f47296e2,Sooo.....I`m kinda o sick n tired of the bs that guys dish out  !!!!!!!!,negative
eba1f29fb0, boo... i was hoping for a fake alien story with a tinfoil covered beachball photo,negative
57dcad6611, hey Phillll! Wazzuppppp?!,neutral
4e85f6e9b0,missed out on westcott micro apollo too,negative
e5b5debcdc,.. .great.. you can buy me lunch when i get my 10-15% pay cut next month..,positive
2a2fd0848d,"finally gone to the beach, yeaaaah!",positive
98ef34a9f4,_ranjan Did I ever mention what a nice and awesome dude you are?,positive
e68a0375b2,"last weekday of doing nothing, school starts next week!!!",neutral
be8ba96aca, Hello Gorgeous GIRL! Nice new pic!  HOw are you today,positive
e6eb0f8e54,Ok that **** duet was hysterical LOL,positive
e364d5cdd1,"ok, i have to turn off all of my twitter device updates until i get a new battery. phone goes from fully charged to dead in about 5 hours",neutral
a5d4af0d80,michelle is a hot mama with chichis grande,neutral
4ccb7ef67c," either way, you always tend to make my #followfriday list, sweetie - you do rock that much",positive
a82816a060, no one I know likes boiled peanuts t.,neutral
331663d438,"watched 100th episode of numb3rs. loved how they did a throwback to the first episode, using the sprinkler theory",positive
ae8fd767fc,I`m sleepy but is feeling under the weather! ugh! These **** tonsils. I need some company or somebody to talk too!,negative
61e04b8f6e, Please get a cell phone with a better camera on it... your pictures are real bad quality compared to those that Miley took,neutral
cc0bc2a05d,"_Ichigo She tried to carry on aswell, bless, I suppose maybe that`s why kids shouldn`t be in it?",positive
e553176c2a,"booziest weekend in a long time, good fun though!",positive
762b9211cf,Counting the hours of lost sunshine until the Weekend,negative
241ece149d,"planning! and trying to call the doctor, though that isn`t going so well. So mostly, planning",negative
716301c33e, Hoooray!  I`m hooked already,neutral
119bbd840c, Ok then have a good day,positive
6beb4754f0, I agree. Everybody would`ve been excited and then it goes... ohhhh nooooo..... MS screws up again..,neutral
b8fbbf1936,Edge left me off the contributors list in this month`s issue.  x FFS. <- Werd,neutral
7314b068f7," ooo Growl and Yummy time coming soon for you too huh oh yeah, I have been hunting for a combo tshirt, think I can find one?  NO",neutral
80a24991b3,im back to this z-index problem...again,negative
0549e452ec,is anyone out there??  so bored at work...,negative
ebeea1f86c,Am hating my life at the moment. There`s only so many NOs my delicate little mind can take,negative
d35ae0cfa5,www.myspace.com/fashionisthenextcity  check out and started new tee`s  limited edition in different ways !! check facebook group too,neutral
4f09c42f8b, 'They' being the husband or the girl?,neutral
a8f6fc8b5a,Thinking of what I should do in Vegas??? Any good ideas or places that are a most see!??,neutral
fcfa10681f,first day of summer sucks!!!! its overcast and cold...  this isn`t summer!?!?!?!?,negative
b04bbb81c9,   Hi to one kiwi artist from another kiwi artist,neutral
a88de8cc26,says Happy Mother`s Day to all Moms out there  http://plurk.com/p/stkr2,positive
289317384e, oooo ok   why  havent you accepted my friends request,neutral
bfa9cdee68,sorry to tweet about BGT but poor wonderful crazy weird Greg  so not fair. the silly little girl is never going to cope. urgh. NOT FAIR.,negative
5210cc55ae, no,neutral
ea25722a23,_michele thanks for that...am now following them...love good causes,positive
f3a5b39195, Not available in my area  I would too,negative
ba4bcf57b5,Its Friday! Only 5 more hours until I`m free!.....until tomorrow.  oh well,neutral
532d442071,meeting just in time that iï¿½m trying to win something  prize`s friday!,neutral
1b9afa81bf,Waiting for 5:00 & having cramps,negative
3fd7a35f32,philosophy final today! thank you  it`s 3 days now!!!!,positive
c029d4a557,"`s plans didn`t go as followed, but its ok",neutral
19af686703, _what_ did you do?  Let me guess... you skipped sports and bought a new pinkish outfit?,neutral
4d97f4be67,where is the rain please come out,neutral
b5a110f491, My pleasure,neutral
a834cef9c6,1st presentation for senior boards? FML,negative
e6801164bc," lol i know but it was just so funny, ahaha",positive
687ee0bd2d,Wide awake and grouchy as ****.,negative
e20b9a322f,"just when i thought things couldn`t get any worse. it just did. and it will get even worse tonight, i bet.  my life is a misery.",negative
b922b8b866, I don`t have the app that does it,neutral
84747e4e05," lol hi emmy, latin would help me study for the aptitude tests to get into grad school ;\ thats why i wanna take it",positive
ce4a3df3a9,out for supper tonight with kurumi in 10 minutes,neutral
407f226cdb,_kap But I think it`s cute.  Do this every night okay?,positive
7ce085e1ef,Is happy...Skool just let out..! Today was my last day..! Yippee! R.I.P Jackson Tyler Morris..! Always Loved And Never Forgotten..!,positive
f763af7a90,  hi mariah,neutral
4598e31e32,_Yours13 I`m not at home with my cats right now!,neutral
153027be1c, wheres the music mannnn!!?? my inbox is still empty,negative
dd9b922aad,What am I doing atm? http://twitpic.com/4jmeh Oh yeah. Apple Juice  I`m such a rebel!,negative
3f54e1d2cb," ...i`m sorry about you are still sick  u know most of them, AND i know that u will guess the 'pelzer present' ;-)",negative
4cd893fb53, nice one !,positive
5caaa15e27,Exam 1 today. Going to get my license renewed  The birthday is getting closer!,neutral
1f3cab50fc,Gotta get creative with these mothers day gifts. I`m gonna win them over with my love!!,positive
f2e20448fa,Thinks its gonna rain,neutral
4f0ab06d15," aah. well, have a few friends over there. Just wondering if all`s great and weather`s been good...",positive
b4083313e2,"Yrbook signing w/ evryone was fun, I`m gna miss evrything",neutral
a2623622cc,I lost my artistic abilities,negative
66cb61f78f,   so not close enough that I could run out and get one,neutral
2209fb4785,  That was stone cold   Crazy....  ?,negative
4568211cd0,totally having austin powers withdrawl symptons and Darrius withdrawl symptoms and mommy and minne withdrawl syamptoms.,neutral
89ff9a9119,_xo they were so pretty and took like an hour to do  CAN I DO URSSSSS!,positive
f589e82592,Senior`s last day.,neutral
b36197ce92,Crisis: forgot my fringe comb  I`m with men....no one will help me,negative
33889dffc9, Already got my ticket; thanks for making sure though!,positive
9cba8bf464,Thanks to all my new followers!,positive
cba675bd52,"- we`re getting closer rather than further from REAL lobby dates - Chicago, BlogHer09 - squee!!!",neutral
6b12692b8d,Has lost his vocie and Adele is laughing at me LOL and still wondering why I`m in college on me week off,neutral
04510889b6,"_Kill_Boy oh sorry! not getting all my replies  nothing against you. and yes, i do know nirvana",negative
f44f3ff9a8,"busy working on a new kit... and a couple interviews done...Yea! The weekend! Pray for my Uncle, still young and had a massive stroke!!",positive
5bae99f344,"Didn`t get bitten by a rabies infested person last night  yay for me! Gonna scare Rachel with Quarantine tonight, this shall be fun",neutral
24bc4edb49,_ nooo  no roo crying. but omg i wanted to slap her. she was singing fine then from out of nowhere- BOOHOOOOOOOOOOO,negative
9a1fc155de,watching the simpsons,neutral
77711764bf,Good Morning! - Court - Crossfit - Bible Study - Someone very special`s house  http://tinyurl.com/cjs668,positive
57025d9fd9, Have a great time in London,positive
d2a2993900,"Has work very, very soon. Way too soon!",neutral
1753eb0481, phaket.  what did anneliese want to do?,neutral
df4b40b30e,In the emergency room with my cousin. She`s got mad flu and can`t walk or breathe.  Why are hospitals always so cold?,negative
196b4d6897,  Thanks for the greeting,positive
b3719416fa,I`m hungry  wife is at a Bodyshop Party and is bringing a takeaway home with her - how much longer will the party go on?,neutral
ca5909d8ea,http://twitpic.com/4wb52 - Such a pretty baby!,positive
112a5320b5, Invite them to your house instead,neutral
a3ff2fa162, I`m a bit Ben`s Thai-ed out,neutral
2f6d9d1419,#stackeoverflow  http://bit.ly/13Nfk1,neutral
7d03216477,jungle book 2 is sooooo cute.. i have nothing to eat or drink,positive
439803cf54,Dead stopped in the express lane. This would happen when I choose to take it. No way out now. Ugh. Hopefully this gets moving,neutral
7cfe40cca8,_OKeefe Yay! You`re on Twitter! You`re my secret celeb crush!  (too much info??),neutral
a1847c4311," ah, ok  thank youuuuuu!",positive
e4c637df1d,"Twitter, you just fail at life sometimes.  Oh well. http://tinyurl.com/qkxh7q",negative
fc53d120e4,no phone call yet.. 20 minutes until I pluck up the courage. I WISH MY PHONE WOULD RING,positive
bbfcac5e08, *points at the gear question I just posted* I cant get the rest of my Dreadweave set,neutral
8a351a9ee7," You remind me so much of a Omaha Girl, that I use to date.  I guess it all in the Jeans, (Calvin Kleins is what she wore).",neutral
c7bd31ba90, SherriEShepherd gave the link for  http://www.brentozar.com/twitter. He gives Twitter tips. Hope this helps,positive
fd5b328f6d, I loved him and he was in a mini,positive
4.8096285E+12,  Yeah I`m okay been icing and ace bandage and sitting on my **** on twitter... LOL Thanks,positive
4c55586b72, you`re so gorgeous!!,positive
6ea3693282,I guess the relaxing dinner and a movie is out for tonight...I was looking forward to that after my day at work,positive
0a29424e62,My laptop grew speakers. Now I can watch Charlie with the sound on,neutral
f3c0386426, rofl uh huh,positive
582090d484,This was funny! I have 7.,positive
72f8d5e864," well doesn`t that look fab, even if I do say so myself!",negative
c30127adf3,deadlines!,neutral
9d30f19fe0,has a terrible headache.  I need relief!,negative
1b35e9d109,"Two months ago, I became irrelevant.",negative
cae4719603,Finally sunny days and I`m too sick to go outside and play.,negative
8fe7e90d7b, good luck!! How exciting,positive
29244d2d46,Working up to my vacation to Thailand. Getting more excited every day,positive
503a362985, we won`t be home till like next month,neutral
5ea02d49eb,"Finally a chance to show genuine love, not dependent selfish love, I hope I can do it. My heart goes out to you and I`m sorry 4 ur pain.",positive
ba1a8153da," I`m game, too bad your leaving HI!",negative
e19e92412a,So screwed for sat 2 us,negative
55bc437a33,Just got an IM from another co-worker who just got laid off. Lots of people becoming unemployed,negative
24f090ea3d, the exact one i was thinking of  the bestttt.,positive
d5621b043e,easties you can go there anytime,neutral
d8ffeb6591,"Why does #googledocs do folders, instead of labels like #gmail? I kind of like labels",positive
d978b7f334,"lemme guess - you ran 5 miles at the gym, and are waking your kids up, and then going to the beach and / or recording studio?",neutral
d4824f31d8,i never knew a dentention was so hard 2 get,negative
2eb8e4fd0a,pacquiao fight was fun at home wif fam and melissa sat.    today was a mission to ikea. srsly 4 different freeways to ge to burbank.,positive
829fd30504,my nail broke  I haaaaaaaaate,negative
fc92519d0d, Dang... that IS disappointing,negative
a1bda541fd, yep,neutral
b31f326e68, How much longer is the NKOTB Block Party? Love it! I need to go to bed so just wondering what time it`s over..LOL..thanks!,positive
0bc2e46e4e,  Thanks! My mom`s seed is larger and already cracked (and planted). I hope Avalina isn`t a dud!,negative
fddd46aee8,Anyone want to buy me this anthropomorphic planter? http://tinyurl.com/m6sru3 Only available till the 31st,neutral
07069f29c4,"It`s a beautiful day outside today, shame I`m stuck in the office with the blinds shut to stop glare.",neutral
43d08e6dce,Woke up and there was sun! And then it started to rain,neutral
babf4b1bda, and  the Creative VADO`s are out of stock at walmart.com (missed it)  but thanks for tweeting about it,neutral
a2056ff40a,hates this weather,negative
94d2b00f6b,Cultural tour 102 by loiusa`s family: kangaroo sight-seeing in cemetary. Lovely,positive
ec66683c9f,Flap-a-taco was nice until the plebs came in.,negative
5f1e07398b,"Oh, and yippee for Lyn-Z Way who gets to celebrate Mother`s Day for the first time as a mother.",positive
f93c297e3a,"am chillaxin after a busy BankHoliday, Hope everbody had a gd wkend! Holiday in 12 days!!!  ****",positive
7420980c60,Havin a much better day today!! Finished the last Twilight book yesterday. Classes start next week!      Get at me yall!!,positive
cf30a8df0a, NEW motorcycle and you POPPED a cable already? wow-you ride HARD!,positive
2af437c472,check out the flyer i designed for the notary and retrograde: http://rachellovespeace.blogspot.com let me know what you think,neutral
fab844f0c2, Thanks! Welcome back!,positive
c0f58575bf, i want to experience snow  we don`t have snow here and it sucks,negative
7d770c7bd6,i have such a sore head,negative
d707cc9cb1,"at the office, trying to solve the mystery of whose blood is that in the  bathroom toilet.... eewwwww",neutral
e451131bc1,awwww..I love him! His car was soooo CUTE tonight!! I love me some Carl..My 10yr old is sad now..LOL..,neutral
876cd15514, Bryan hasn`t replied about wingnuts,neutral
009ab3e6db,Watching southpark for another 20 minutes,neutral
8a8c28f5ba, Thanks Amy!  That video is so awesome!  Did you see TMH?  He`s amazing in that too!! Bouncy Bouncy Bouncy!!!,positive
6b064ca919, LMAO...Ha! No I just simply wanted to go to NY!,positive
cbdbfb9de2,"is bored, cant go on habbo stupid ban",negative
51ed0c17c0,Tried on all the shoes in new look,neutral
8fee3fb6a4,its too early  i wanna go back to sleeep,neutral
708b41b0c8," I don`t think I am, my sisters refusn to get me a ticket now.  what you doing next week?",negative
44eba69b30,oh wow...hope he`s ok  u take him 2 the vet?,neutral
10133a7283," He died.  Wait, what about Magic Jack? I just read it.",neutral
901b9b9cc4,i`ve just woken up,neutral
2eaefcfa53, hahaha oh man please come to pomona i would love to see you everyday instead of like once a year if that,positive
493f47d778,Jon made one of the greatest dinners ever: roast pork tenderloin on a bed of wild rice on a bed of mixed greens & yummy sauce. No wine,positive
49e24a4501,nooooo its raining......had 2 leave the beach,negative
36a0a476c5,Shower. Class. More class. Taking care of my lady-friend. Writing like there`s no tomorrow.,positive
5343b52f89,Rockstar photographer shoot went great tonight. A little different than the usual stuff - very nice.,positive
18cd7ae71d, great pics! You should try to start selling your race photos to runners,positive
cb60620a4f,"Goodmorning twitter, oh my gosh, i woke up soooo nice, lol ... oh hai thar twitterverse. Happy #mothersday everybody  (especially mine)",positive
8396f13b4b,"_dulay i swear it took me 2 hours to get from bel air to alabang.  but yes, i LOVED reminiscing about our HK trip with you &",positive
c58b2ba46e,Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.,neutral
e350274c1a,The World is just amazing!,positive
66521b4652,i have no idea what im doing and i am completely lost.,negative
d116927538,@ gadgetopia need to DM you but you`re not following me.   Will send email.,neutral
5dbe4cae20, awww hes too cute!!wish i could`ve gone,positive
c2ada5b889,got my cable set up! WIN!  got my lock put on my door! WIN! feeling a tad neglected... FAIL.,neutral
8d9f0090b0, I think that may look a little silly -.- Also my camera is broken so no photo,negative
355a1e84e2,just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work,positive
da2bf1eb03,this day has beasted me.,negative
e9d903f9aa, I`ll be listening!,neutral
28f67f674e, oh no....u don`t have to hit him up. He had a family emergency so there was a lil delay. Just can`t wait to see them,neutral
aba25eb3f5,sitting at home doing nothing. gonna be like this all weekend,neutral
a30612b7f6,OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE,negative
13a9406926, flew Brisbane - Lax today.  Great flight.  Love the lights.  Shame about one drink limit though!,neutral
5b2b140151,I think i should go to sleep considering i hav to b up on 3hrs....,neutral
923f7ee786,  If I told you how often I wash my hair you would never speak to me again,neutral
fac4f75f45,I just spent 2 hours looking for a blog topic and ended up inventing my own.  grrrr    http://bit.ly/QRz6y,negative
28f000e641, seems to have disappeared out of my life,negative
152bedb5a6,"HAPPY MOTHER`S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully...",positive
b2afb1cf57, ohhh i wanna go  gahhh but i dunnooooooo :S me confuzzzledd should i or not???,neutral
6d57e5fcb0,_KittyKat hello new follower  haha!! how are ya?,positive
27f1fa3214, haha best thing about office birthdays hey,positive
233b90417d,"****, I never knew I could miss my phone so much for 4 hours till they told me I won`t have it back till then",negative
0d32a589d2,_Lay aww well I just randomly woke up and now I can`t sleep! Too many things on my mind,negative
0aa7e2d375,That`s it? It`s done already? This is one proof that there`s nothing fair in this world.   http://bit.ly/10UEMq,negative
1d8c801864,I am going to see how long I can do this for.,neutral
4d8c11c5cd,"You better come here by the time I count to 10 or else. 1, 2, 3,  BAM!!!!!",positive
6bff31375d,PRD take a long time to review!,neutral
9e275c23b0,"_3 U know - kids do what we DO - not what we SAY ... well, don`t we all, really  ....",positive
8074eded04,Ugh! I wanna play dnd but i know i`m going to fail this final. I NEED to study,negative
ea4429b35a,"  Hi, Thx for following  I teach some Chinese lessons on youtube, pls feel free to have a look www.youtube.com/ChineseLearn",positive
70eb969d45, how sad! are you saying that I`m fat?  *tears*,negative
5c6d1a22c4, why thank you. I might just take you up on your offer,neutral
2003e360f8,I`m trying to find the driver for my Microsoft Lifecam VX-3000 Webcam and can`t find it anywhere! anyone have any links?,negative
198c97b57a,Finally get to lay down for a bit i have a major headache,negative
31fa81e0ae,"  Yes, you should go see Star Trek!  It`s sooooo much fun!",positive
68d82a25f9, Mitchel you have no idea how much I want to call you!! but it costs loads to call from england!!!,neutral
38b91a3688,"Stupid me, accidentally gave my honey the Atomic flavored buffalo wings and now his stomach feels just awful..... Im sorry baby",negative
c380578d03, very relaxing thank you. Hope you get to put your feet up tomorrow and enjoy the day,positive
22e968402f,yessir that is 100% right,positive
469ce3aeee, Night!,neutral
34af663e50,Writing my Music Lit final paper on Mozart`s Eine kleine nashtmusik. Mom is giving me a hand...and I`m actually having a GREAT time,positive
7f9b45945a,i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.,negative
ab75ab645f,Too warm!!!,neutral
10602528ed,Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm,neutral
f5f26ea04a,  well hit me and we can see...it depends then,neutral
f00bd4ea4e, aww thanx andy,positive
24cb365662,Some goodies bagged at the car boot including some very cute cross stitch birds for my craft room! The man selling was a sweetie,positive
de2af3c3a5,has just finished ironing his clothes for #Church. Gonna walk the dog now then grab a shower/shave and be off  #jottonia looks good too,positive
7820f628a4,shower time!!!!!,neutral
b1dea509d6, COOOOOOOOOL... DOOOOOOOOOWN... Patience... Is... Virtue...,positive
981713769d,"Gotta drop off some car parts for a buddy to press out, then to the dentist!    http://yfrog.com/0a7v3j",neutral
520eec948e, i cant call  im at work,neutral
29e8b6bb7f,Going to the courthouse to pay for tags & taxes on all our cars...this is gonna be expensive.,negative
252e56c4d1,So tired & ready for bed!! Really in the mood for salt & pepper chicken wings & noodles but have no money on me for a Chinese!,negative
3dd678750f,The usual. Two family parties today. Happy Birthday Lily!  http://twitpic.com/4w472,positive
dd2a3bd5b8, I am on here..finally. AND YAY. seriously. that made my day oh fellow hell ruler,neutral
33fd898450,GOODNIGHT MAGIC AND PRETTY WORLD,positive
3fe5d830f7,doesnt have a hangover  and is getting ready for a good ol` english fry up,neutral
fa0813c599,Waiting to put my story about Stereo Skyline up. Don`t know where to put it. BOOOO,neutral
7a4a289831,Working now,neutral
28f9a33b14,Just at Starbucks with Farrah!,neutral
2991e56ed4,@ ginniejean there`s a lot of mojo all over the place...  yes.,neutral
b75505e7a6,third date went well....moving on to fourth!!!!!!,neutral
01427ed7f0,Mad tired. But it`s the hols! I miss chomp chomp terribly!,negative
0526a41f4b,is finally starting her assignments,neutral
518ae43e25,Good morning  ready to start this week.,positive
81adf60881," I`ve read good things bout it. Just not feelin it tonight. Proly finish it tomorrow, after Star Trek",positive
2d94c993c9,So glad I`m finally done with finals!,positive
90469c762f,watching 'That Thing You Do' on Comcast. Missing my boo like crrrrrazy!,negative
647e680fec,It just had to rain on me almost a perfect day now my clothes are wet,negative
9db3cb33a2,_1 yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend,neutral
020a2d26ec,I miss u guys too  I prob won`t b bk til august sumtime... But if I come bk anytime b4 then ill 4 sure let u kno!,positive
e3d78da8b9," Okay, make sure he`s alright kk? Cuidalo. Let him know he`s a got friend in us aha..",neutral
c9d567bba5,It will if I do it in a round about way. I ahve to copy the public contacts into my personal contacts first.  no big deal,neutral
0397995d17,trying to figure it out,neutral
49f811f90c,_bob7 I`ll update you. I had to leave him at the vet for tests and xrays.,neutral
aaf0bbf7c8,Went to see hannah montana movie on saturday  loved it .... still cant work twitter out though,neutral
43b0426667,"lol, i`ve done that one b4  i`m a victim 2 that! lol",negative
e9785cbd8c,i would slip and fall... on the dirty school bathroom floor. fml.,negative
2617b9c9e3,Just got confirmed that itï¿½s pizza-time with some ex co-workers on friday...looking forward to it,positive
69db8f3c7e,well paisley has one of those cone things around her head...SO funny but I feel bad for her,neutral
3bfc997081, ugggh idk how to do that  but i only wanna stop getting texts from twitterr  -ilsE*,negative
317715cbc5,can`t wait to november for Jobros concert ! In examination,positive
494b8aafd8, been there done that. It always ended up with me selling the machine and going back to my mac,neutral
a7850c4612,"Just came back from watching Terminator Salvation @ Cathay. It`s so-so only, not so much action  but I feel sorry for Marcus though.",negative
c0360fd4e9,is sitting thru the boring bits in Titanic waiting for the good bit to start in couple of hours,neutral
35210988be,http://twitpic.com/4jken - fire and urban at rock challenge,neutral
f11843720f,I can`t believe I thought I had a morning shift today and told Alex that I could take him to the airport.  His flight is during my shift!,negative
19d585c61b,"My poor heather, she didnt make the cheerleading squad. Im sorry babygirl. Maybe next year",negative
f70614e8a5, well now i do,neutral
6015ac6085,250E!!! CRAZZYYYY ! But just this summer !!!  cuz Ci are very close to RD! :s,neutral
77338f26c5,i jus love doin night shifts...will be done in an hour,positive
4441b5b0dc,"Morning tweeple,way to early again",neutral
ce5dd24a33,I have to reupload the **** thing again,negative
a8b5846c0e," You know, your updates are really amusing.  How was the prop auction?How much did that baseship bed go for?",positive
dba3019318,Loves the fact that there`s only 5 days of school left,positive
f2737e9c15, Oh no!! I hope it`s not bad,positive
f62706f76e, awesome..am headin there that nite after my grad dinner  c u then boi! hehe,positive
2554631fd6,"_beery Yeah little rough this morning but more tonight, and tomorrow night if all goes as planned. Caloric intake off the charts",negative
5d94b30c0f," Aww, congrats to the family. ;) Send me piccies in the email!",positive
c35f392086,"Uber Bored ATM, after Out of the Blue, will have shower, then watch house or numb3rs (vid) then CSI + CSI NY + Bones Double . .. . YAY!",positive
83cdbdeada,  i can`t.,neutral
6e76e15092,"strongly agrees with Jason about Wolverine, but not about Hugh Jackman.  Sorry. No kids for this Mouse.",neutral
11a05040a9, you okay bby?,neutral
edd0fa3494,okay okay sleep for realz now! Goodnight!  ::waves to followers::,positive
80c985a159,"Omg, my mom just called... Im too late... Hes gone",negative
ad2e9f53be,Just lost my internet signal  how will life go on,negative
a2e0a7c278,sorry we didn`t get a chance to chat at #screengrab09. Caught glimpse of you across room but was dragged home prematurely,negative
d153e50085,"__buckley Good for you mate, sadly I couldnt get pissed tonight **** driving bad times",positive
ff5950afbb,i just bit my tongue.  blood everywhere!!!,negative
6632d58c82,pulled up @ walmart aunt got out went in I fell asleep 2 hours later.... were r you?!  lol,neutral
1f82ec212e,Searching my home for a few things to cook them for dinner this evening. It`s mothers day so guess who im eating with,neutral
1c32289f9a, very very cute  and fun to watch.,positive
5250e01ce0,Woke up at 7:50 then fell back to sleep. Woke up at 8:50 and back to sleep again. Woke up at 9:50 and I`m staying awake! MORNING!,neutral
b6c236ef0d,"Great weekend, even though my site is not moved. Plenty other things to do and learn. Keeping the faith and looking to the future",positive
2a8f304f11, don`t know it really hurt my arm. guess you have to booze me.. or just ask  or  if you don`t believe me!,negative
584ed4d88e,Not going to the dance recital and now i feel like a piece of **** cuz it cost so much money,negative
f4e66c4f1a,"tiiiiiiired! Going to bed! Drinking leads to making out with boys, who you later forget their names.... Don`t drink kids. Goodnight",negative
520d782e5e," Just been in that kind of mood, not reason at all. Lol, but I`ll try not to be too mushy around you!  I can behave!",neutral
60c870e68e," thats what doting husbands are for LOL!!  I hope that once my braces go on, I can eat normally again",positive
5d97a78333,; keeps getting such delayed responses. why is my internet so messed up?!,negative
7f4fd40fcf,and dont tell burnsy - but no comparison between the rocky mountains and mountains in enlgland,neutral
92b005cd96," I know, that is so sad.  I",negative
5c09d44365,Good Morning Twits!  Let`s makes today x100 better than the one before! Start runnin,positive
c53e7f7415, I could get away with it. dare me? I`ll go buy it tomorrow,neutral
1f40da44dc,Thanks man.  That sorted it. I only ever remember 222.222,positive
0a2bce3efa,_Craig_G Hope your enjoying the money..it`s looking real good to me right now,positive
bddc27eafe,"This is my favourite shirt, because its true.  <3 grumpy.    a) cute  b) huggable  c) life of the party  (d)... http://tinyurl.com/q7eax7",positive
d19ddcc745,"Ok, back to packing. Have been sitting in car charging phone as charger was left @ home as well",neutral
0f5a1691df,"and thanks,  , fr. yr congratulatory gweetin`",positive
6fb42d0a8e," Every time I have Friday off. Sadly, that`s not too often",negative
caf284161d,Star trek was good times.,positive
f541987e81,The sun is not cool,negative
f26ab1a9d4,...  that was meeeaaannn. people make mistakes ok?! lol,negative
3c3ff93959,Invisible car helps to boost recycling. Honest   http://twurl.nl/fdgmyo,positive
1841a654de,"Baby baby, it`s gonna be all right when I`m by your side and the whole world turns against you... I ? it when my Ipod randoms BSB songs",neutral
dc36435d5a,"HA. Totally posting an update at 2am.Its lightning outside, pretty.",positive
249bd1fcea, Do a tour in the Philippines sometime.  A lot of fans here would really love that!,positive
6585732a49,has broken off the fb wedding so sadly no longer has an excuse to get @ hauntingxealot to Goulburn,negative
66f8fa737a, ...you are kickable.,neutral
6970c09cfc,"_richie I also saw u on American Idol great performance, I see u will be at Windsor in June 20 Commodores won`t be there",neutral
c16a52d2a7, nice clutch,positive
a342cf829b,Happy Mother`s Day to all the mommies,positive
e4a1945972,Just finished watching 'Marley and Me',neutral
6268a5fa23,Enjoying Mother`s Day,positive
0c667d555e," Everyone seems to love it, but it felt kinda lazy and repetative to me.  I was really disappointed.",neutral
a6340877e3,Roll on Thursday,neutral
4b7059f018,"Dadgum, I think this nations shipping needs have shut down completely. still no freight for carriers out there.",neutral
f1e747751a,cavs got lucky 2night  lol but lebron took over and killed em another triple double,neutral
f4317a30ae,Wishing all the mommies out there a very happy day!!!,positive
bd5e56bd6d,"What did I learn today? Never post anything you`ve sold on ebay using royal mail. They lose it, I refund: compo`s nowhere near - my bad",negative
c2213ecb79,"_ Oh god, yeah! I forgot about that",negative
3521fb0d31,  as long as you have someone to make out with    lol,neutral
52f70c2da6, ahaha its stuck in my head; thanxx,positive
f8c1ff9b6e," You arent following me, so i cant send you a DM..",neutral
f5e3ae4806,I`m poorly and can`t sleep,negative
568ad4a905,Happy Star Wars Day ...  'May the 4th be with you'.... read http://tinyurl.com/axsujx for more ;),positive
1e81e55e38, I picked up a taco over lunch... you got a guitar.,neutral
753d7f4ac2,Buried under more web changes. Going to make lunch now... I won`t have a chance later. Too much to do.,negative
fbc44d0924,'Up' is all sold out!!,neutral
a8d9ff4fc3,I hope everyone had a great weekend! I will be here on and off today as I have 2 important meetings today,positive
ec38c9863d,_gd whoaa kinda hard :O that one that you think will be interesting enough to tell,neutral
ab75d13082,http://twitpic.com/4qpzx - i love you guys  you`re the best,positive
c502223f1e,Listening 2 music @ home all alone lol  who wants 2 come over & hang with me LOL!!,neutral
b87178f4d3, SHUT YOUR FACE! Why are you so mean to me? Pedro is supposed to be the mean one,negative
